j#,name,pos,g,a,p,pim,ts,+/-,sog,ga,svs,game_id,team,matchup,year,gwg,FP,minutes,OGS,DGS,GGS,GS,fantasyplayer,game_start,draft_type
41,HEINE Mathilda,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,ger,ger-jpn,2026,0.0,0.0,1.7166666666666668,0.0,0.0,0.0,0.0,,,
71,BARTSCH Anne,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,ger,ger-jpn,2026,0.0,0.0,3.5666666666666664,0.0,0.0,0.0,0.0,,,
3,SHIGA Aoi,D,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,1.0,20.9,0.625,0.0,0.0,0.625,,,
6,SATO Kohane,D,0.0,0.0,0.0,2.0,3.0,-1.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,22.78333333333333,0.2249999999999999,-0.2249999999999999,0.0,0.0,,,
11,SHIGA Akane,F,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,1.0,18.48333333333333,0.7,-0.1124999999999999,0.0,0.5874999999999999,,,
15,UKITA Rui,F,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,19.616666666666667,0.2249999999999999,-0.1124999999999999,0.0,0.1124999999999999,,,
40,NORO Rio,F,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,18.366666666666667,0.2249999999999999,0.0,0.0,0.2249999999999999,,,
2,KOIKE Shiori,D,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,15.566666666666666,0.0,-0.8999999999999999,0.0,-0.8999999999999999,,,
8,HOSOYAMADA Akane,D,0.0,0.0,0.0,2.0,1.0,-4.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,22.48333333333333,0.075,-0.8999999999999999,0.0,-0.825,,,
13,WAJIMA Yumeka,F,1.0,0.0,1.0,0.0,2.0,-2.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,1.5,18.216666666666665,0.9,-0.2249999999999999,0.0,0.675,,,
18,MAEDA Suzuka,F,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,18.466666666666665,0.0,-0.3374999999999999,0.0,-0.3374999999999999,,,
41,NORO Riri,F,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,15.9,0.0,-0.2249999999999999,0.0,-0.2249999999999999,,,
4,HITOSATO Ayaka,D,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,19.416666666666668,0.15,0.2249999999999999,0.0,0.375,,,
7,SEKI Kanami,D,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,1.0,12.616666666666667,0.625,0.0,0.0,0.625,,,
14,TOKO Haruka,F,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,19.166666666666668,0.3,0.0,0.0,0.3,,,
19,ITO Makoto,F,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,18.933333333333334,0.0,-0.1124999999999999,0.0,-0.1124999999999999,,,
24,MIURA Mei,F,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,2.5,17.066666666666666,1.6,0.0,0.0,1.6,,,
5,YAMASHITA Shiori,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,4.933333333333334,0.0,0.0,0.0,0.0,,,
9,AKIMOTO Nana,D,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,1.7333333333333334,0.0,0.0,0.0,0.0,,,
17,TADA Ai,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,2.533333333333333,0.0,0.0,0.0,0.0,,,
27,KOYAMA Remi,F,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,5.066666666666666,0.0,-0.2249999999999999,0.0,-0.2249999999999999,,,
91,ODAIRA Umeka,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,jpn,ger-jpn,2026,0.0,0.0,1.75,0.0,0.0,0.0,0.0,,,
10,ABATANGELO Aurora,F,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,21.866666666666667,0.075,0.1124999999999999,0.0,0.1875,,,
11,REYES Justine,F,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,24.516666666666666,0.4499999999999999,0.1124999999999999,0.0,0.5625,,,
17,FANTIN Matilde,F,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,1.5,25.85,1.05,0.1124999999999999,0.0,1.1625,,,
18,STOCKER Franziska,D,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,18.85,0.2249999999999999,0.2249999999999999,0.0,0.4499999999999999,,,
93,MATTIVI Nadia,D,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,1.0,20.633333333333333,0.925,0.4499999999999999,0.0,1.375,,,
8,CAUMO Anna,F,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,1.0,15.133333333333333,0.7,0.2249999999999999,0.0,0.925,,,
12,ROCCELLA Rebecca,F,1.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,2,ita,ita-fra,2026,1.0,1.5,11.083333333333334,1.2,0.1124999999999999,0.0,1.3125,,,
13,LOBIS Laura,D,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,1.0,18.383333333333333,0.775,0.6749999999999999,0.0,1.45,,,
19,DELLA ROVERE Kristin,F,1.0,1.0,2.0,2.0,12.0,2.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,2.5,16.883333333333333,2.275,0.2249999999999999,0.0,2.5,,,
77,FORTINO Laura,D,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,22.73333333333333,0.075,0.6749999999999999,0.0,0.7499999999999999,,,
2,VARANO Amie,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,16.166666666666668,0.0,0.0,0.0,0.0,,,
3,HEIDENBERGER Manuela,F,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,11.65,0.0,0.1124999999999999,0.0,0.1124999999999999,,,
21,MAZZOCCHI Marta,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,11.65,0.0,0.0,0.0,0.0,,,
27,GUERRIERO Kristen,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,7.733333333333333,0.0,0.0,0.0,0.0,,,
82,TUTINO Kayla,F,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,1.5,14.633333333333333,1.125,0.1124999999999999,0.0,1.2375,,,
14,BONAFINI Eleonora,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,4.1,0.075,0.0,0.0,0.075,,,
15,NICCOLAI Greta,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,2.1,0.0,0.0,0.0,0.0,,,
22,KANEPPELE Sara,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,8.05,0.0,0.0,0.0,0.0,,,
55,PIERRI Jacquie,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,9.883333333333333,0.0,0.0,0.0,0.0,,,
4,SALETTA Carola,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,ita,ita-fra,2026,0.0,0.0,6.083333333333333,0.0,0.1124999999999999,0.0,0.1124999999999999,,,
6,HUOT-MARCHAND Margot,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,21.666666666666668,0.075,0.0,0.0,0.075,,,
10,LECLERC Sophie,D,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,15.433333333333334,0.15,-0.2249999999999999,0.0,-0.0749999999999999,,,
12,DUVIN Estelle,F,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,22.433333333333334,0.2249999999999999,-0.2249999999999999,0.0,0.0,,,
16,ROZIER Clara,F,0.0,1.0,1.0,2.0,0.0,-2.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,1.0,20.55,0.625,-0.2249999999999999,0.0,0.4,,,
91,ZILLIOX Elina,D,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,20.066666666666663,0.075,-0.2249999999999999,0.0,-0.1499999999999999,,,
7,QUARTO Lucie,D,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,17.066666666666666,0.0,-0.2249999999999999,0.0,-0.2249999999999999,,,
8,BARBIRATI Jade,F,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,18.95,0.075,0.0,0.0,0.075,,,
11,VILLIOT Lea,D,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,15.816666666666666,0.0,-0.2249999999999999,0.0,-0.2249999999999999,,,
17,AURARD-BUSHEE Chloe,F,0.0,0.0,0.0,2.0,2.0,-3.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,18.016666666666666,0.15,-0.3374999999999999,0.0,-0.1874999999999999,,,
22,le SCODAN Manon,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,21.866666666666667,0.075,0.0,0.0,0.075,,,
5,de SERRES Gabrielle,D,1.0,0.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,1.5,23.73333333333333,0.825,-0.4499999999999999,0.0,0.375,,,
13,PELISSOU Marie-Pierre,D,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,22.58333333333333,0.0,-0.4499999999999999,0.0,-0.4499999999999999,,,
19,BAUDRIT Lore,F,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,17.55,0.0,-0.2249999999999999,0.0,-0.2249999999999999,,,
44,PEYNE--DINGIVAL Anais,F,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,8.6,0.0,-0.2249999999999999,0.0,-0.2249999999999999,,,
85,BOUDIN Clemence,F,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,14.266666666666667,0.15,-0.1124999999999999,0.0,0.0375,,,
21,MESPLEDE Julia,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,10.816666666666666,0.075,0.0,0.0,0.075,,,
24,NONNENMACHER Emma,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,1.9,0.0,0.0,0.0,0.0,,,
29,BERGER Lea,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
55,GALBRUN Sehana,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,1.6333333333333333,0.0,0.0,0.0,0.0,,,
18,SIMON Anae,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,fra,ita-fra,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
